2.5	0.5109433505952322	1.	0.00029457595723893145
3.5	0.32516254941067574	1.	0.00031459269108465824
4.5	0.28007255457422836	1.	0.0004077444131155621
5.5	0.27856961383167844	1.	0.0005629023362615457
6.5	0.2959916225999276	1.	0.0007893027642211964
7.5	0.32272979476820896	1.	0.0010967186405041545
8.5	0.3549444466698134	1.	0.0014863582480716749
9.5	0.39015504698222253	1.	0.0019709728858575784
10.5	0.43427117241808505	1.	0.0026040089890230628
11.5	0.49913100423123824	1.	0.00350305277485101
12.5	0.553295284789206	1.	0.0044974733386732805
13.5	0.6265525818656044	1.	0.005815740992107079
14.5	0.6971002956002254	1.	0.007344270345430534
15.5	0.7827223098340429	1.	0.009232715443592594
17.	0.8918998299740016	2.	0.008801851055862835
19.	1.1276491207953447	2.	0.013736347211062374
