#: table_doi: 10.17182/hepdata.95128.v1/t4
#: name: Table 4
#: description: Summary of results for charm and bottom muon v2 as a function of pT.  Uncertainties are statistical and systematic, respectively.
#: data_file: data4.yaml
#: keyword reactions: P P --> HF muon + X
#: keyword observables: v2
#: keyword cmenergies: 13000.0
#: keyword phrases: HF muon | v2 | Proton-Proton Collision
#: RE,P+P --> HF muon + X
#: SQRT(S) [GeV],13000.0
# <PT> [GEV],charm muon v2,stat +,stat -,syst +,syst -
4.3   4.0  4.5  0.0761  0.02225  -0.02225  0.00758  -0.00758
4.8   4.5  5.0  0.0619  0.02966  -0.02966  0.00944  -0.00944
5.3   5.0  5.5  0.0427  0.03841  -0.03841  0.00789  -0.00789
5.8   5.5  6.0  0.022   0.04741  -0.04741  0.0081   -0.0081
6.55  6.0  7.0  0.0239  0.05908  -0.05908  0.00537  -0.00537
