2.5	0.5497674822134608	1.	0.0431943141788092
3.5	0.3026397097856088	1.	0.02616705293851762
4.5	0.23350406433319737	1.	0.05816845166931724
5.5	0.22126276320750637	1.	0.07028100858441398
6.5	0.22714705538605245	1.	0.07567623564094555
7.5	0.23855032288658834	1.	0.08245108327840343
8.5	0.24998649512168503	1.	0.08841567909033189
9.5	0.2604592803512478	1.	0.09719795463356314
10.5	0.26900190846395533	1.	0.10082114584235626
11.5	0.28832014914574366	1.	0.10707975494484631
12.5	0.29431593988569504	1.	0.10695885005210644
13.5	0.31520485034682555	1.	0.11823529742701946
14.5	0.30873777983691136	1.	0.10868097404537953
15.5	0.3320253531661497	1.	0.12680187117746122
17.	0.32600242701409193	2.	0.11902380169003172
19.	0.3466060507386602	2.	0.12874776935808646
21.	0.37918538034838306	2.	0.12793091697163878
23.	0.4010159582884878	2.	0.1496126498658539
25.	0.41425218682633747	2.	0.15728566229630495
28.	0.45678116107862554	4.	0.1667924669713374
32.	0.4761288354799865	4.	0.14748270728257448
36.	0.4766088617999097	4.	0.2053018455293901
40.	0.5635599491521227	4.	0.261302950278274
46.	0.6362735428212358	8.	0.2545896182625458
60.	1.0583372201211412	20.	0.2838508234206082
