0.907037 1.53435
0.935777 1.5011
0.957669 1.46786
0.987637 1.43305
1.01659 1.39763
1.0377 1.3702
1.05914 1.33775
1.08291 1.30848
1.1045 1.27922
1.1259 1.25488
1.15464 1.22468
1.18639 1.1901
1.21902 1.15552
1.24026 1.12891
1.26142 1.10995
1.28596 1.0845
1.31501 1.05811
1.33237 1.03463
1.36886 1.00654
1.39958 0.978604
1.43451 0.952001
1.48126 0.910766
1.52948 0.882834
1.55011 0.86347
1.5832 0.84293
1.62272 0.816328
1.64705 0.79724
1.70785 0.765902
1.75679 0.728847
1.84517 0.686601
1.90469 0.662708
1.96805 0.631542
2.01599 0.606869
2.11194 0.575272
2.28 0.521052
2.33685 0.506422
2.40101 0.493124
2.46695 0.477164
2.52224 0.465195
2.61072 0.443916
2.70896 0.425298
2.80398 0.406679
2.95272 0.390724
3.07892 0.374768
3.21838 0.362803
3.40586 0.342858
3.56016 0.326902
3.72141 0.316267
3.88997 0.305632
4.07617 0.296328
4.27126 0.288355
4.51996 0.279053
4.72466 0.271079
4.99975 0.263107
5.2648 0.263116
5.5576 0.259135
5.85225 0.256484
6.13228 0.253832
6.34717 0.251178
6.70013 0.249857
7.00347 0.248535
7.37476 0.247214
7.74659 0.249884
8.2176 0.253886
8.54729 0.263205
8.8033 0.265871
9.27011 0.259229
9.68983 0.256576
10.1783 0.263237
10.6651 0.269898
11.2304 0.273898
11.8257 0.277899
12.5139 0.28057
13.1125 0.284569
13.7059 0.291229
14.1511 0.296557
14.8282 0.296565
15.4233 0.299233
16.0817 0.304562
16.6041 0.31122
16.9757 0.312554
17.3552 0.325862
17.8745 0.340501
18.4548 0.355141
19.1009 0.36712
19.916 0.380431
20.3613 0.391078
20.9715 0.385762
21.6 0.380446
22.3572 0.372471
