0.316 0  0.5  0.3942528735632185
0.316 0  0  0.3942528735632185
0.322 0  0  1.4014367816091953
0.322 0  0  0.22327586206896544
0.750 0.5  1  0.4977011494252874
0.750 0  0  0.5508620689655173
0.756 0  0  0.7563218390804598
0.750 0  0  0.35545977011494245
1.361 1  1.5  0.5551724137931036
1.361 0  0  0.6025862068965517
1.364 0  0  0.7376436781609195
1.361 0  0  0.4316091954022987
1.889 1.5  2  0.6672413793103449
1.889 0  0  0.7204022988505747
1.897 0  0  0.8554597701149425
1.892 0  0  0.5221264367816092
2.562 2  3  0.6011494252873564
2.562 0  0  0.6442528735632183
2.559 0  0  0.7850574712643676
2.571 0  0  0.46609195402298864
3.436 3  4  0.5910919540229884
3.436 0  0  0.5939655172413794
3.438 0  0  0.7678160919540231
3.436 0  0  0.46178160919540234
4.434 4  5  0.6298850574712642
4.437 0  0  0.6327586206896552
4.437 0  0  0.8066091954022989
4.437 0  0  0.49626436781609184
6.067 5  8  0.5781609195402297
6.070 0  0  0.6413793103448275
6.073 0  0  0.7749999999999999
6.064 0  0  0.44454022988505737
