0.319 0  0.5  0.26799322607959364
0.319 0  0  0.26663844199830633
0.322 0  0  0.9562235393734122
0.316 0  0  0.14470787468247215
0.750 0.5  1  0.42379339542760364
0.750 0  0  0.48882303132938176
0.747 0  0  0.6500423370025401
0.750 0  0  0.2991532599491955
1.358 1  1.5  0.6378492802709566
1.355 0  0  0.7232006773920405
1.355 0  0  0.8519051651143097
1.361 0  0  0.4874682472480947
1.886 1.5  2  0.6324301439458084
1.886 0  0  0.7137171888230311
1.892 0  0  0.8139712108382724
1.886 0  0  0.48882303132938176
2.562 2  3  0.8911939034716341
2.562 0  0  0.9738357324301439
2.562 0  0  1.1689246401354783
2.557 0  0  0.6730736663844199
3.433 3  4  0.45088907705334447
3.433 0  0  0.37637595258255696
3.433 0  0  0.5850127011007618
3.433 0  0  0.34792548687552904
4.432 4  5  0.5660457239627432
4.432 0  0  0.6662997459779847
4.435 0  0  0.7286198137171886
4.438 0  0  0.43869602032176114
6.064 5  8  0.3357324301439457
6.064 0  0  0.41701947502116843
6.067 0  0  0.4644369178662151
6.062 0  0  0.24089754445385236
