0.316  0  0.5  0.30864928909952605
0.316  0  0  0.30864928909952605
0.319  0  0  1.1084123222748816
0.319  0  0  0.17683649289099534
0.750  0.5  1  0.5011848341232228
0.750  0  0  0.5633886255924172
0.750  0  0  0.7559241706161138
0.747  0  0  0.3664099526066351
1.355  1  1.5  0.3975118483412323
1.355  0  0  0.3975118483412323
1.355  0  0  0.5278436018957346
1.358  0  0  0.30864928909952605
1.886  1.5  2  0.45527251184834117
1.886  0  0  0.5041469194312798
1.892  0  0  0.57968009478673
1.886  0  0  0.35752369668246464
2.563  2  3  0.6981635071090048
2.566  0  0  0.7722156398104265
2.560  0  0  0.9099526066350712
2.560  0  0  0.5352488151658767
3.434  3  4  0.5930094786729858
3.434  0  0  0.5130331753554502
3.434  0  0  0.7692535545023698
3.434  0  0  0.45823459715639814
4.433  4  5  0.7337085308056872
4.433  0  0  0.7337085308056872
4.433  0  0  0.936611374407583
4.436  0  0  0.57968009478673
6.066  5  8  0.8299763033175356
6.066  0  0  0.9173578199052133
6.063  0  0  1.1039691943127963
6.066  0  0  0.6418838862559244
