#: table_doi: 10.17182/hepdata.111123.v1/t4
#: name: Table 4
#: description: Summary of results for charm muon RAA as a function of pT for five different centrality.  Uncertainties are statistical and systematic, respectively.
#: data_file: data4.yaml
#: keyword reactions: Pb+Pb --> charm muon + X
#: keyword observables: RAA
#: keyword cmenergies: 5020.0
#: keyword phrases: charm muon | RAA | Pb+Pb Collision
#: RE,Pb+Pb --> charm muon + X
#: SQRT(S) [GeV],5020.0
#: Centrality,10-20%
# <PT> [GEV],charm muon RAA,stat +,stat -,syst +,syst -
4.25 4 4.5 0.4504  0.01694  -0.01694  0.08637  -0.08637
4.75 4.5 5 0.3653  0.01367  -0.01367  0.03888  -0.03888
5.25 5 5.5 0.3967  0.01572  -0.01572  0.05029  -0.05029
5.75 5.5 6 0.3444  0.0154  -0.0154  0.04301  -0.04301
6.5 6 7 0.3344  0.01147  -0.01147  0.03891  -0.03891
7.5 7 8 0.3343  0.01329  -0.01329  0.04326  -0.04326
9.0 8 10 0.3606  0.01332  -0.01332  0.04038  -0.04038
11.0 10 12 0.3928  0.01998  -0.01998  0.03165  -0.03165
13.0 12 14 0.413  0.02748  -0.02748  0.04734  -0.04734
15.5 14 17 0.3697  0.02869  -0.02869  0.03029  -0.03029
18.5 17 20 0.3587  0.04591  -0.04591  0.05834  -0.05834
25.0 20 30 0.3715  0.0601  -0.0601  0.1164  -0.1164
