# R_AA for cen. 0-10%
11.25     10        12.5      0.216498  0.050983  -0.050984 0.065326  -0.065326
13.75     12.5      15        0.163519  0.050478  -0.036028 0.077565  -0.0775645
17.5      15        20        0.247791  0.071577  -0.054489 0.061539  -0.061539
25        20        30        0.34535   0.127993  -0.08394  0.090079  -0.090079
