2.5	0.5087167917887425	1.	0.0006023029046402434
3.5	0.30861836527350445	1.	0.0006334031360878845
4.5	0.2589142844410001	1.	0.0008138287393904594
5.5	0.2561102236232633	1.	0.0011216004365664375
6.5	0.2740280026918671	1.	0.0015770204356731936
7.5	0.29992637957811197	1.	0.002192915717787049
8.5	0.3241390375878346	1.	0.0029422862958611057
9.5	0.35882918355446464	1.	0.003910113182054644
10.5	0.4114999065646722	1.	0.0052381303160718325
11.5	0.468438804862805	1.	0.006998407078775036
12.5	0.5370908293244179	1.	0.009123387427720312
13.5	0.5994769479124322	1.	0.011697548793958438
14.5	0.6757277489183641	1.	0.014854434726206534
15.5	0.7495999212513724	1.	0.018584801413709023
17.	0.8606060158496426	2.	0.017702835187515913
19.	1.1048420360524118	2.	0.02773650403583502
