2.5	0.5637295299660865	1.	0.00031726015145742124
3.5	0.27529921871036384	1.	0.00028545924649976554
4.5	0.1878149777583141	1.	0.00031906506523577945
5.5	0.16859790398406596	1.	0.0004118239994799394
6.5	0.17071869066976197	1.	0.0005588109366806014
7.5	0.17860634944727977	1.	0.0007528790319363423
8.5	0.1866327525617356	1.	0.0009876751825226052
9.5	0.19138178337756862	1.	0.0012472833344183403
10.5	0.19885791794837723	1.	0.0015661793687063521
11.5	0.21224822190647158	1.	0.0019975649770571885
12.5	0.21911275356725962	1.	0.0024210107491186295
13.5	0.22809775427558424	1.	0.0029653571892746646
14.5	0.23951916228516199	1.	0.003545973594457064
15.5	0.2418003312131229	1.	0.0041715323637764624
17.	0.25079501529421183	2.	0.0036615113351577237
19.	0.2679143122703256	2.	0.004965267863394728
21.	0.29236262202567087	2.	0.006834147653233923
23.	0.3000207317135654	2.	0.008773850377166634
25.	0.31531506813207344	2.	0.010825102698382784
28.	0.35609923861869475	4.	0.011320343864587988
32.	0.37461341783855734	4.	0.016187595590668312
36.	0.3734296382422524	4.	0.021815508006594236
40.	0.38323183594745036	4.	0.03171608417749822
46.	0.48631598173219864	8.	0.03883978944365412
60.	0.7676129475605278	20.	0.14192216604997418
