10	0.221653	0.142813
10.5	0.227595	0.146690
11	0.233333	0.150479
11.5	0.238905	0.154204
12	0.244322	0.157868
12.5	0.249577	0.161464
13	0.254679	0.164997
13.5	0.259637	0.168469
14	0.264459	0.171885
14.5	0.269154	0.175248
15	0.273725	0.178558
15.5	0.278190	0.181825
16	0.282551	0.185050
16.5	0.286812	0.188234
17	0.290977	0.191377
17.5	0.295053	0.194482
18	0.299045	0.197551
18.5	0.302957	0.200586
19	0.306790	0.203586
19.5	0.310550	0.206552
20	0.314239	0.209487
20.5	0.317861	0.212390
21	0.321420	0.215262
21.5	0.324914	0.218103
22	0.328349	0.220912
22.5	0.331725	0.223691
23	0.335047	0.226442
23.5	0.338322	0.229168
24	0.341553	0.231871
24.5	0.344743	0.234552
25	0.347897	0.237214
25.5	0.351017	0.239859
26	0.354107	0.242487
26.5	0.357167	0.245099
27	0.360197	0.247693
27.5	0.363199	0.250269
28	0.366169	0.252825
28.5	0.369112	0.255362
29	0.372026	0.257880
29.5	0.374916	0.260380
30	0.377781	0.262862
30.5	0.380622	0.265326
31	0.383440	0.267772
31.5	0.386236	0.270201
32	0.389013	0.272614
32.5	0.391772	0.275012
33	0.394517	0.277399
33.5	0.397249	0.279774
34	0.399970	0.282139
34.5	0.402678	0.284493
35	0.405375	0.286835
35.5	0.408060	0.289166
36	0.410732	0.291484
36.5	0.413392	0.293790
37	0.416040	0.296084
37.5	0.418677	0.298367
38	0.421300	0.300635
38.5	0.423910	0.302890
39	0.426504	0.305129
39.5	0.429083	0.307352
40	0.431645	0.309560
40.5	0.434194	0.311753
41	0.436727	0.313931
41.5	0.439246	0.316095
42	0.441753	0.318246
42.5	0.444247	0.320384
43	0.446727	0.322508
43.5	0.449194	0.324619
44	0.451646	0.326716
44.5	0.454083	0.328798
45	0.456505	0.330866
45.5	0.458913	0.332921
46	0.461305	0.334961
46.5	0.463680	0.336986
47	0.466039	0.338996
47.5	0.468382	0.340991
48	0.470706	0.342971
48.5	0.473012	0.344935
49	0.475300	0.346884
49.5	0.477574	0.348820
50	0.479832	0.350743
50.5	0.482074	0.352654
51	0.484301	0.354552
51.5	0.486513	0.356439
52	0.488708	0.358312
52.5	0.490885	0.360171
53	0.493044	0.362017
53.5	0.495186	0.363850
54	0.497308	0.365668
54.5	0.499408	0.367470
55	0.501488	0.369257
55.5	0.503546	0.371027
56	0.505582	0.372783
56.5	0.507597	0.374523
57	0.509590	0.376247
57.5	0.511561	0.377956
58	0.513511	0.379650
58.5	0.515437	0.381329
59	0.517341	0.382992
59.5	0.519222	0.384640
60	0.521080	0.386272
60.5	0.522916	0.387890
61	0.524730	0.389493
61.5	0.526521	0.391082
62	0.528291	0.392657
62.5	0.530039	0.394218
63	0.531765	0.395766
63.5	0.533469	0.397299
64	0.535151	0.398820
64.5	0.536810	0.400326
65	0.538447	0.401818
65.5	0.540062	0.403297
66	0.541654	0.404762
66.5	0.543223	0.406213
67	0.544770	0.407651
67.5	0.546295	0.409074
68	0.547797	0.410484
68.5	0.549277	0.411882
69	0.550735	0.413265
69.5	0.552170	0.414635
70	0.553583	0.415992
70.5	0.554975	0.417335
71	0.556346	0.418667
71.5	0.557695	0.419985
72	0.559023	0.421290
72.5	0.560329	0.422582
73	0.561615	0.423862
73.5	0.562879	0.425129
74	0.564123	0.426382
74.5	0.565346	0.427624
75	0.566548	0.428852
75.5	0.567732	0.430069
76	0.568895	0.431272
76.5	0.570040	0.432465
77	0.571165	0.433645
77.5	0.572273	0.434814
78	0.573362	0.435971
78.5	0.574432	0.437115
79	0.575485	0.438248
79.5	0.576521	0.439370
80	0.577539	0.440480
80.5	0.578541	0.441578
81	0.579526	0.442665
81.5	0.580496	0.443741
82	0.581451	0.444807
82.5	0.582391	0.445863
83	0.583318	0.446908
83.5	0.584231	0.447944
84	0.585130	0.448969
84.5	0.586017	0.449984
85	0.586891	0.450989
85.5	0.587752	0.451984
86	0.588601	0.452969
86.5	0.589439	0.453944
87	0.590266	0.454911
87.5	0.591082	0.455866
88	0.591889	0.456813
88.5	0.592685	0.457751
89	0.593473	0.458679
89.5	0.594251	0.459599
90	0.595021	0.460508
90.5	0.595783	0.461409
91	0.596537	0.462301
91.5	0.597283	0.463183
92	0.598022	0.464057
92.5	0.598754	0.464921
93	0.599479	0.465775
93.5	0.600198	0.466620
94	0.600911	0.467456
94.5	0.601617	0.468282
95	0.602319	0.469098
95.5	0.603014	0.469904
96	0.603704	0.470701
96.5	0.604389	0.471487
97	0.605069	0.472263
97.5	0.605744	0.473029
98	0.606414	0.473785
98.5	0.607080	0.474529
99	0.607742	0.475263
99.5	0.608398	0.475986
