2.5	0.6569859957954285	1.	0.00035335578230763536
3.5	0.38467306105780313	1.	0.00035619825410198474
4.5	0.2880250961804584	1.	0.0004218729519953275
5.5	0.26067009638418764	1.	0.0005472634388157741
6.5	0.26554023417204053	1.	0.0007454784466035927
7.5	0.28228965651615573	1.	0.0010145192097901158
8.5	0.30841515086378996	1.	0.0013685216290544439
9.5	0.3395823539763246	1.	0.0018076402381571044
10.5	0.3710087249721609	1.	0.0023449878204467246
11.5	0.42740804394796267	1.	0.0031504696767727684
12.5	0.47326092899700944	1.	0.004003091145413185
13.5	0.5456102355808385	1.	0.0052450301244166345
14.5	0.5990219294234921	1.	0.0064859477398161855
15.5	0.6755387392857222	1.	0.008255529975448246
17.	0.7710881673716402	2.	0.00776184756263952
19.	0.9817481464997397	2.	0.011998747757552304
