#: table_doi: 10.17182/hepdata.83911.v1/t6
#: name: Table 6
#: description: The elliptic flow after correcting back-to-back jet contribution, $v_{2}^{sub}$, for $K^{0}_{S}$ as a function of $p_{T}$ in pPb collision at 8.16 TeV.
#: data_file: data6.yaml
#: data_license:   
#: keyword reactions: P PB --> $K^{0}_{S}$ X
#: keyword observables: CORR
#: keyword phrases: 
#: keyword cmenergies: 8160.0
#: $|\Delta\eta|$,> 1
#: Multiplicity Class,$185 \leq N_{offline}^{trk} < 250$
#: Rapidity Range,-1.46 < $y_{cm}$ < 0.54
#: RE,P PB --> $K^{0}_{S}$ X
#: SQRT(S)/NUCLEON [GEV],8160.0
# $p_{T}$ [GEV],$v_{2}^{sub}$,stat +,stat -,sys +,sys -
0.329  0.0131  0.0020  -0.0020  0.0008  -0.0008
0.509  0.0278  0.0005  -0.0005  0.0018  -0.0018
0.702  0.0410  0.0003  -0.0003  0.0027  -0.0027
0.899  0.0560  0.0002  -0.0002  0.0036  -0.0036
1.18  0.0769  0.0002  -0.0002  0.0050  -0.0050
1.58  0.0981  0.0002  -0.0002  0.0064  -0.0064
1.98  0.1130  0.0002  -0.0002  0.0074  -0.0074
2.46  0.1230  0.0003  -0.0003  0.0080  -0.0080
3.13  0.1260  0.0003  -0.0003  0.0082  -0.0082
4.01  0.1170  0.0005  -0.0005  0.0076  -0.0076
5.15  0.0938  0.0008  -0.0008  0.0061  -0.0061
6.43  0.0739  0.0016  -0.0016  0.0048  -0.0048
7.62  0.0636  0.0021  -0.0021  0.0041  -0.0041

