#: table_doi: 10.17182/hepdata.88408.v1/t4
#: name: Table 4
#: description: Inclusive $\Upsilon$(1S) $R_{\rm AA}$ and Pb-Pb yields as a function of rapidity. The centrality and transverse-momentum ranges are 0-90% and $0<p_{\rm T}<15$ GeV/$c$, respectively. Statistical and systematic uncertainties are reported. A global systematic uncertainty of 2.7% (2.3%) affects all the $R_{\rm AA}$ (yield) values.
#: data_file: data4.yaml
#: data_license:   
#: keyword reactions: Pb Pb --> UPSI(1S) X
#: keyword observables: RAA | DY/DYRAP
#: keyword phrases: 
#: keyword cmenergies: 5020.0
#: CENTRALITY [%],,,0 TO 90
#: PT [GEV/c],,,0 TO 15
#: RE,,,Pb Pb --> UPSI(1S) < MU+ MU- > X
#: SQRT(S)/NUCLEON [GEV],,,5020
# YRAP,YRAP LOW,YRAP HIGH,RAA,stat +,stat -,sys +,sys -
# 2.75  2.5  3.0  0.43  0.03  -0.03  0.06  -0.06
# 3.25  3.0  3.5  0.38  0.03  -0.03  0.04  -0.04
# 3.75  3.5  4.0  0.35  0.04  -0.04  0.04  -0.04
# arXiv:2011.05758
2.65  0.433  0.043  0.043  0.055  0.055
2.95  0.396  0.023  0.023  0.036  0.036
3.2   0.398  0.029  0.029  0.041  0.041
3.45  0.338  0.021  0.021  0.041  0.041
3.8   0.305  0.032  0.032  0.048  0.048
