0.65  0.3  1   0.6718297872340425
0.6  0  0   0.689191489361702
0.6  0  0   0.7218723404255318
0.6  0  0   0.6207659574468084
1.5  1  2   0.6452765957446808
1.5  0  0   0.6473191489361702
1.5  0  0   0.6932765957446807
1.5  0  0   0.6003404255319148
2.5  2  3   0.6289361702127658
2.5  0  0   0.6391489361702126
2.5  0  0   0.6728510638297872
2.4  0  0   0.5850212765957447
3.5  3  4   0.5380425531914893
3.5  0  0   0.5411063829787233
3.5  0  0   0.5748085106382977
3.5  0  0   0.5002553191489361
4.5  4  5   0.4737021276595744
4.5  0  0   0.4757446808510637
4.5  0  0   0.5053617021276595
4.5  0  0   0.44204255319148933
5.5  5  6   0.4216170212765957
5.5  0  0   0.4236595744680851
5.5  0  0   0.4481702127659575
5.5  0  0   0.3940425531914893
6.5  6  7   0.40936170212765965
6.5  0  0   0.4216170212765957
6.5  0  0   0.4369361702127659
6.5  0  0   0.3848510638297873
7.5  7  8   0.404255319148936
7.5  0  0   0.4216170212765957
7.5  0  0   0.42978723404255303
7.5  0  0   0.37770212765957445
8.5  8  9   0.3807659574468085
8.4  0  0   0.40731914893617005
8.4  0  0   0.40731914893617005
8.4  0  0   0.35829787234042554
9.5  9  10   0.35727659574468085
9.5  0  0   0.3828085106382979
9.4  0  0   0.3787234042553189
9.4  0  0   0.33378723404255317
10.5  10  11   0.3634042553191488
10.5  0  0   0.39710638297872336
10.4  0  0   0.385872340425532
10.5  0  0   0.3409361702127658
11.5  11  12   0.4359148936170212
11.5  0  0   0.49106382978723395
11.5  0  0   0.46859574468085097
11.5  0  0   0.4022127659574468
13.5  12  15   0.3542127659574468
13.4  0  0   0.3909787234042552
13.5  0  0   0.3807659574468085
13.4  0  0   0.3286808510638297
17.5  15  20   0.5033191489361701
17.4  0  0   0.5921702127659574
17.4  0  0   0.5349787234042552
17.5  0  0   0.47063829787234035
