12.2  12.2  12.2   0.7810344827586204
12.2  12.2  12.2   0.8183908045977009
12.2  12.2  12.2   0.8600574712643676
12.1  12.1  12.1   0.7020114942528732
25.2  25.2  25.2   0.6761494252873559
25.2  25.2  25.2   0.7077586206896547
25.1  25.1  25.1   0.7221264367816089
25.1  25.1  25.1   0.6316091954022984
38.9  38.9  38.9   0.622988505747126
39.0  39.0  39.0   0.6502873563218388
39.1  39.1  39.1   0.6646551724137928
39.1  39.1  39.1   0.5813218390804593
57.7  57.7  57.7   0.5612068965517238
57.7  57.7  57.7   0.5827586206896549
57.7  57.7  57.7   0.5942528735632182
57.8  57.8  57.8   0.5267241379310341
82.6  82.6  82.6   0.5109195402298847
82.6  82.6  82.6   0.5310344827586204
82.6  82.6  82.6   0.5454022988505745
82.6  82.6  82.6   0.47499999999999987
115.5  115.5  115.5   0.4505747126436779
115.5  115.5  115.5   0.46781609195402263
115.3  115.3  115.3   0.4764367816091952
115.5  115.5  115.5   0.41896551724137887
