0.6   0.2   1    0.3670759878419454
0.7   0   0    0.39508814589665664
0.7   0   0    0.40675987841945305
0.7   0   0    0.3262249240121582
1.5   1   2    0.4697872340425533
1.6   0   0    0.5036352583586627
1.6   0   0    0.5129726443768998
1.6   0   0    0.42660182370820676
2.5   2   3    0.6740425531914895
2.6   0   0    0.7499088145896657
2.6   0   0    0.7615805471124621
2.6   0   0    0.5865045592705167
4.0   3   5    0.5923404255319151
4.1   0   0    0.7230638297872342
4.1   0   0    0.688048632218845
4.1   0   0    0.4989665653495441
