0.35   0.2   0.5   0.6664723032069972
0.25   0   0   0.7850728862973761
0.25   0   0   0.7535860058309038
0.25   0   0   0.581457725947522
0.75   0.5   1   0.6202915451895044
0.65   0   0   0.6780174927113705
0.65   0   0   0.6906122448979592
0.65   0   0   0.5489212827988339
1.25   1   1.5   0.6160932944606414
1.15   0   0   0.671720116618076
1.15   0   0   0.7021574344023325
1.15   0   0   0.5342274052478135
1.75   1.5   2   0.6507288629737609
1.65   0   0   0.7179008746355686
1.65   0   0   0.7179008746355686
1.65   0   0   0.5846064139941691
2.25   2   2.5   0.7357434402332363
2.15   0   0   0.8029154518950439
2.14   0   0   0.7871720116618075
2.15   0   0   0.6843148688046647
2.75   2.5   3   0.8092128279883384
2.65   0   0   0.8973760932944608
2.65   0   0   0.9299125364431489
2.64   0   0   0.691661807580175
3.50   3   4   0.846997084548105
3.40   0   0   0.9299125364431489
3.40   0   0   0.9194169096209913
3.39   0   0   0.7766763848396503
4.50   4   5   0.7777259475218659
4.40   0   0   0.9582507288629739
4.39   0   0   0.8480466472303207
4.39   0   0   0.708454810495627
5.50   5   6   1.019125364431487
5.39   0   0   1.2857142857142858
5.39   0   0   1.2206413994169099
5.39   0   0   0.8197084548104958
