#: table_doi: 10.17182/hepdata.111123.v1/t5
#: name: Table 5
#: description: Summary of results for bottom muon RAA as a function of pT for five different centrality.  Uncertainties are statistical and systematic, respectively.
#: data_file: data5.yaml
#: keyword reactions: Pb+Pb --> bottom muon + X
#: keyword observables: RAA
#: keyword cmenergies: 5020.0
#: keyword phrases: bottom muon | RAA | Pb+Pb Collision
#: RE,Pb+Pb --> bottom muon + X
#: SQRT(S) [GeV],5020.0
#: Centrality,0-10%
# <PT> [GEV],bottom muon RAA,stat +,stat -,syst +,syst -
4.25 4 4.5 0.5406  0.015  -0.015  0.09835  -0.09835
4.75 4.5 5 0.5129  0.01284  -0.01284  0.06286  -0.06286
5.25 5 5.5 0.4342  0.0081  -0.0081  0.03659  -0.03659
5.75 5.5 6 0.4301  0.01066  -0.01066  0.03763  -0.03763
6.5 6 7 0.3766  0.00687  -0.00687  0.03319  -0.03319
7.5 7 8 0.3278  0.00675  -0.00675  0.02905  -0.02905
9.0 8 10 0.3018  0.00584  -0.00584  0.02449  -0.02449
11.0 10 12 0.2802  0.00855  -0.00855  0.02222  -0.02222
13.0 12 14 0.2962  0.01145  -0.01145  0.02536  -0.02536
15.5 14 17 0.3194  0.0146  -0.0146  0.02321  -0.02321
18.5 17 20 0.326  0.01996  -0.01996  0.03376  -0.03376
25.0 20 30 0.3436  0.02534  -0.02534  0.03786  -0.03786

