# Non-prompt J/psi vs Npart
# x xmin       xmax  y  stat-     stat+   syst-   syst+
50 40 60               0.07993   0.03732 0.03732 0.01972 0.01972
30 20 40              0.04155   0.02113 0.02113 0.00986 0.00986
10 0 20              0.03662   0.01937 0.01937 0.00880 0.00880
