# Prompt Psi2S v3 Npart bin: pt 6.5-50 |y|<2.4
356.9 356.9 356.9  -0.05436  0.13797  0.13797  0.05252  0.05252
144.6 144.6 144.6  -0.01063  0.15690  0.15690  0.04545  0.04545
# 356.9 346.9  366.9  -0.05436  0.13797  0.13797  0.05252  0.05252
# 144.6 134.6  154.6  -0.01063  0.15690  0.15690  0.04545  0.04545
