# Prompt Psi2S v2 pt bin: Cent10-60% 1.6<|y|<2.4(4<pt<6.5) |y|<2.4(pt>6.5)
8.25 6.5  10  0.22409  0.10989  0.10989  0.06321  0.06321
30.0 10  50  0.14342  0.10989  0.10989  0.06092  0.06092
