#: table_doi: 10.17182/hepdata.98574.v1/t1
#: name: Figure 2
#: description: J/Psi azimuthal anisotropy v2 vs pT measured via the dielectron channel in 0-10%, 10-40%, and 40-80% central Au+Au collisions at 200 GeV. The brackets represent systematic errors. The boxes show the estimated maximum possible range of v2 if the nonflow influence is corrected. The mean pT in each bin for v2 calculation is drawn, but is shifted a little for some centralities so that all points can be seen clearly.
#: data_file: Fig2.yaml
#: keyword observables: Azimuthal Anisotropy
#: keyword reactions: AuAu --> J/Psi(1S)+X
#: keyword cmenergies: 200
#: keyword phrases: J/Psi | Au+Au Scattering
# Transverse Momentum [GeV/c],v2 in centrality 0-10%,stat +,stat -,sys +,sys -,nonflow +,nonflow -
1.03 0 2 0.07  0.05  -0.05  0.01  -0.01  0.0  -0.01
3.2 2 5 -0.05  0.06  -0.06  0.01  -0.01  0.0  -0.02
6.49 5 10 -0.1  0.11  -0.11  0.03  -0.03  0.0  -0.07
