# Nonprompt Jpsi v3 pt bin-Cent10-60%-1.6<|y|<2.4(pt<6.5)-|y|<2.4(pt>6.5)
4.75 3  6.5  0.00937922  0.0168594  0.0168594  0.00586803  0.00586803
