# Prompt Jpsi v3 pt bin: Cent10-60% 1.6<|y|<2.4(pt<6.5) |y|<2.4(pt>6.5)
4.75 3  6.5  -0.0135675  0.0123225  0.0123225  0.00408565  0.00408565
