# Prompt Jpsi v2 pt bin: Cent10-60% 1.6<|y|<2.4(pt<6.5) |y|<2.4(pt>6.5)
7 6.5  7.5  0.0670409  0.00964492  0.00964492  0.00200194  0.00200194
8.25 7.5  9  0.0632062  0.0066554  0.0066554  0.00297954  0.00297954
10.5 9  12  0.0591576  0.00525259  0.00525259  0.00136369  0.00136369
13.5 12  15  0.058119  0.00821875  0.00821875  0.00125787  0.00125787
17.5 15  20  0.0635163  0.0112445  0.0112445  0.00207881  0.00207881
22.5 20  25  0.053373  0.0207217  0.0207217  0.00449931  0.00449931
37.5 25  50  0.044288  0.0257171  0.0257171  0.00331351  0.00331351
