0.5  0  1   0.01954187544738728
0.5  0  0   0.06377952755905514
0.5  0  0   0.07151037938439514
0.5  0  0   -0.03199713672154619
1.5  1  2   0.008804581245526133
1.5  0  0   0.048747315676449576
1.5  0  0   0.06034359341445955
1.4  0  0   -0.043163922691481726
2.5  2  3   0.01954187544738728
2.5  0  0 0.0633500357909807
2.4  0  0   0.07151037938439514
2.5  0  0 -0.03199713672154619
4.0  3  5   -0.03500357909806728
3.9  0  0   0.021259842519685046
3.9  0  0   0.01653543307086619
4.0  0  0   -0.0865425912670007
