#: table_doi: 10.17182/hepdata.93013.v1/t27
#: name: Ds+/D+ ratio vs DN/DETA(NCH), PT(D) 12 TO 16, Figure 14
#: description: Ratio of prompt Ds+ over D+ production cross section as a function of the charged particle pseudorapidity density in p-Pb collisions at  $\mathbf{\sqrt{{\textit s}_{\rm NN}}~=~5.02~TeV}$.
#: data_file: Ds+-D+_ratio_vs_DN-DETA(NCH),_PT(D)_12_TO_16,_Figure_14.yaml
#: keyword RE: P PB --> Ds+ X
#: keyword RE: P PB --> D+ X
#: keyword observables: SIG/SIG
#: keyword SQRT(S)/NUCLEON: 5020.0
#: keyword YRAP(RF=CM)(D): -0.96 TO 0.04
#: keyword PT(D): 12 TO 16
#: keyword ETARAP(RF=LAB) DN/DETA(NCH): -1.0 TO 1.0
#: keyword BR(Ds+): 2.27 +- 0.08 %
#: keyword BR(D+): 8.98 +- 0.28 %
3  2  4  0.564  0.108  -0.108  4.7%  -4.7%  0.056  -0.059
5  4  6  0.552  0.07  -0.07  4.7%  -4.7%  0.043  -0.046
7  6  8  0.666  0.09  -0.09  4.7%  -4.7%  0.053  -0.063
10  8  12  0.578  0.09  -0.09  4.7%  -4.7%  0.049  -0.058
14  12  16  0.773  0.224  -0.224  4.7%  -4.7%  0.099  -0.103
