# -3.3- -2.8
3  2  4  0.55  0.02  0.02  0.02  0.02  0.02  0.02
5  4  6  0.57  0.03  0.03  0.02  0.02  0.02  0.02
7  6  8  0.53  0.03  0.03  0.03  0.03  0.02  0.02
10  8  12  0.58  0.03  0.03  0.05  0.05  0.02  0.02
