3 2 4   0.5384531590413943
3 2 4   0.465353743836716
3 2 4   0.670318770783167
3 2 4   0.40587088636624247
5 4 6   0.5076367389060887
5 4 6   0.4409872721018232
5 4 6   0.58718610251118
5 4 6   0.4288040362343768
7 6 8   0.28833849329205363
7 6 8   0.35140465542942323
7 6 8   0.3334881320949432
7 6 8   0.24318885448916405
10 8 12   0.30052172915950004
10 8 12   0.35642128196307765
10 8 12   0.3471046898291481
10 8 12   0.2532221075564729
18 12 24   0.1657894736842105
18 12 24   0.2768719183579864
18 12 24   0.19373925008599935
18 12 24   0.13712303634904255
