2.5  2  3   0.283  0.032  -0.032  0.036  -0.036
3.5  3  4   0.335  0.013  -0.013  0.039  -0.039
4.5  4  5   0.378  0.018  -0.018  0.045  -0.045
5.5  5  6   0.327  0.017  -0.017  0.052  -0.052
6.5  6  7   0.269  0.022  -0.022  0.053  -0.053
7.5  7  8   0.215  0.016  -0.016  0.037  -0.037
8.5  8  9   0.240  0.025  -0.025  0.052  -0.052
9.5  9  10  0.268  0.040  -0.040  0.078  -0.078
