#: table_doi: 10.17182/hepdata.111123.v1/t6
#: name: Table 6
#: description: Summary of results for charm muon RAA to bottom muon RAA ratio as a function of pT for five different centrality.  Uncertainties are statistical and systematic, respectively.
#: data_file: data6.yaml
#: keyword reactions: Pb+Pb --> HF muon + X
#: keyword observables: charm muon RAA / bottom muon RAA
#: keyword cmenergies: 5020.0
#: keyword phrases: HF muon | double ratio | Pb+Pb Collision
#: RE,Pb+Pb --> HF muon + X
#: SQRT(S) [GeV],5020.0
#: Centrality,20-30%
# <PT> [GEV],charm muon RAA / bottom muon RAA,stat +,stat -,syst +,syst -
4.25 4 4.5 0.6059  0.0517  -0.0517  0.08369  -0.08369
4.75 4.5 5 0.5426  0.04265  -0.04265  0.07675  -0.07675
5.25 5 5.5 0.7178  0.05013  -0.05013  0.1079  -0.1079
5.75 5.5 6 0.6185  0.05198  -0.05198  0.09993  -0.09993
6.5 6 7 0.7084  0.04681  -0.04681  0.10602  -0.10602
7.5 7 8 0.8111  0.06386  -0.06386  0.14228  -0.14228
9.0 8 10 0.9474  0.07198  -0.07198  0.13629  -0.13629
11.0 10 12 1.0266  0.1152  -0.1152  0.132  -0.132
13.0 12 14 1.0906  0.15827  -0.15827  0.22435  -0.22435
15.5 14 17 1.0475  0.17685  -0.17685  0.16961  -0.16961
18.5 17 20 0.9472  0.23909  -0.23909  0.19654  -0.19654
25.0 20 30 1.0208  0.35441  -0.35441  0.36011  -0.36011
